url,local_chef,premium,latitude,longitude,menu_provider,name,has_delivery,review_0,review_1,review_count,rating,award_type,parent_geo,cuisines,establishment_types,neighborhoods,servicios_extra,estacionamiento,wifi,ambiente,juegos,familias,celiacos,veganos,horario_atencion,alcohol,resenas,rango_precio,reuniones_laborales,musica,accesible_silla_ruedas,WR
/Restaurant_Review-g312741-d10046421-Reviews-Freddo-Buenos_Aires_Capital_Federal_District.html,False,False,-34.57602,-58.412743,False,Freddo,True,"The famous ice cream of Buenos Aires is Dulce de Leche, though I don't like it...",... much what you'd expect for ￹ice cream￻.,144,4.0,,Buenos Aires,['Cafe'],['Restaurants'],['Palermo'],Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,216,Bajo,Sí,Sí,No,3.9674026327947733
/Restaurant_Review-g312741-d4103360-Reviews-Kentucky_Pizzeria_Bar-Buenos_Aires_Capital_Federal_District.html,False,False,-34.57859,-58.42544,False,Kentucky Pizzeria Bar,,"Very affordable, home made argentinian pizza, with tables just outside the...",Well loaded pizza,1068,3.5,,Buenos Aires,"['Italian', 'Pizza', 'Fast Food', 'Argentinean']",['Restaurants'],['Palermo'],Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,1602,Bajo,No,Sí,No,3.4978033478904207
/Restaurant_Review-g312741-d1084006-Reviews-Campobravo_Las_Canitas-Buenos_Aires_Capital_Federal_District.html,False,False,-34.57207,-58.43118,False,Campobravo Las Cañitas,True,Never in my life had a burguer like this before. The best!!! Compliments to the...,CAMPOBRAVO IS A GOOD RESTAURANT TO GO,610,3.5,,Buenos Aires,"['Grill', 'Argentinean']",['Restaurants'],"['Palermo', 'Las Canitas']",Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,915,Bajo,No,No,Sí,3.4961674671323917
/Restaurant_Review-g312741-d3923835-Reviews-Social_la_Lechuza-Buenos_Aires_Capital_Federal_District.html,False,False,-34.58472,-58.428146,False,Social la Lechuza,True,"We have 2 milanesas napolitanas with mash potatoes, 2 meatballs with mash...",Restaurant type “bodegón”,121,4.0,,Buenos Aires,"['Steakhouse', 'Argentinean']",['Restaurants'],"['Palermo', 'Palermo Soho']",Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,181,Bajo,No,Sí,Sí,3.9614523197335014
/Restaurant_Review-g1119990-d9781994-Reviews-Blancanieves-Martinez_Province_of_Buenos_Aires_Central_Argentina.html,False,False,-34.487488,-58.495747,False,Blancanieves,,"Best panchos ""hot dogs"" in town. you have several sauces to choose from. I like...",Best Hot dogs on this earth ,87,4.5,,Martinez,['Fast Food'],"['Dessert', 'Quick Bites']",[],Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,130,Bajo,No,Sí,No,4.420032524852404
/Restaurant_Review-g312741-d1066242-Reviews-Dashi-Buenos_Aires_Capital_Federal_District.html,False,False,-34.58492,-58.437035,False,Dashi,True,Expensive but sushi and other fusion Eastern dishes are excellent. I highly...,Good japanese food with fair price,347,4.0,,Buenos Aires,"['Japanese', 'Sushi', 'Asian']",['Restaurants'],"['Palermo', 'Palermo Hollywood']",Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,520,Bajo,Sí,Sí,No,3.9862016826318785
/Restaurant_Review-g312741-d9564864-Reviews-Cucina_Paradiso-Buenos_Aires_Capital_Federal_District.html,False,False,-34.55374,-58.43688,False,Cucina Paradiso,,"... asked for the Bruschettas, the pappardelle ￹toscana￻ and the ravioli genovesi.","Well this was a nice surprise, pure...",293,4.0,,Buenos Aires,"['Italian', 'Sicilian', 'Southern-Italian']",['Restaurants'],['Belgrano'],Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,439,Bajo,No,No,Sí,3.9837013163973864
/Restaurant_Review-g1119990-d3176697-Reviews-Sushi_Town-Martinez_Province_of_Buenos_Aires_Central_Argentina.html,False,False,-34.50833,-58.527058,False,Sushi Town,,"Great sushi in Zona Norte, Buenos Aires","Excellent food, great customer service!",70,4.5,,Martinez,"['Japanese', 'American', 'Sushi', 'Asian']",['Restaurants'],[],Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,105,Bajo,No,Sí,Sí,4.401906563818949
/Restaurant_Review-g312741-d6835457-Reviews-Latino_Sandwich-Buenos_Aires_Capital_Federal_District.html,False,False,-34.61038,-58.37917,False,Latino Sandwich,,Que rico todo especialmente el sandwich Coronado. Muchos gracias a todo los...,My fave sandwich shop in BA!,97,4.5,,Buenos Aires,"['Latin', 'Fast Food', 'Grill', 'Argentinean']",['Restaurants'],"['Montserrat', 'El Centro (Downtown)']",Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,145,Bajo,Sí,Sí,No,4.427872473396286
/Restaurant_Review-g312741-d15156727-Reviews-The_Wrapee-Buenos_Aires_Capital_Federal_District.html,False,False,-34.581516,-58.43511,False,The Wrapée,True,Nice wraps at a good price,Lovely experience,22,5.0,,Buenos Aires,"['Mexican', 'Brew Pub', 'Latin', 'Fast Food', 'Spanish', 'Pub', 'Healthy', 'Street Food']",['Quick Bites'],"['Palermo', 'Palermo Hollywood']",Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,33,Bajo,Sí,Sí,Sí,4.634925640237821
/Restaurant_Review-g312741-d2248193-Reviews-La_Gran_Taberna_Restaurante-Buenos_Aires_Capital_Federal_District.html,False,False,-34.610218,-58.39343,False,La Gran Taberna Restaurante,,Excellent service… The food was ￹nice￻ and came in massive portions…we had a ma...,the dishes are plentiful. A good...,595,3.5,,Buenos Aires,"['Seafood', 'Mediterranean', 'European', 'Spanish', 'Argentinean']",['Restaurants'],['Balvanera'],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,892,Bajo,Sí,No,Sí,3.4960716538107017
/Restaurant_Review-g312741-d24173127-Reviews-Maiky-Buenos_Aires_Capital_Federal_District.html,False,False,-34.5833,-58.43956,False,Maiky,,I recommend!!,Super recommended,31,5.0,,Buenos Aires,"['Steakhouse', 'Latin', 'Barbecue', 'Spanish', 'Grill', 'Wine Bar', 'Argentinean']",['Restaurants'],[],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,Sí,46,Bajo,No,Sí,Sí,4.726194230178367
/Restaurant_Review-g312741-d13505739-Reviews-Alvear_Roof_Bar-Buenos_Aires_Capital_Federal_District.html,False,False,-34.587452,-58.388832,False,Alvear Roof Bar,,The verandah area provides a moderate city building top view and a reasonable...,Worth going,93,4.0,,Buenos Aires,"['Bar', 'Argentinean']",['Restaurants'],['Recoleta'],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,Sí,139,Bajo,Sí,Sí,No,3.9504386968002163
/Restaurant_Review-g312741-d7824400-Reviews-Musetta_Caffe-Buenos_Aires_Capital_Federal_District.html,False,False,-34.599606,-58.414875,False,Musetta Caffe,,"All together we has a splendid evening, thanks to Juan, the cookin crew, and...",Nice little coffee-restó,89,4.0,,Buenos Aires,"['Italian', 'Bar', 'Cafe', 'Pub', 'Argentinean', 'South American']",['Restaurants'],['Almagro'],Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,Sí,133,Bajo,No,Sí,No,3.9483297051746935
/Restaurant_Review-g312741-d7699639-Reviews-Mostaza-Buenos_Aires_Capital_Federal_District.html,False,False,-34.604843,-58.3751,False,Mostaza,,Tasty fries and juicy delicious burgers. We had the regular double cheese...,Juicy burgers,400,4.0,,Buenos Aires,"['American', 'Fast Food']",['Quick Bites'],"['San Nicolás', 'Microcentro', 'El Centro (Downtown)']",Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,600,Bajo,No,No,Sí,3.9880073883615337
/Restaurant_Review-g312741-d12867230-Reviews-Carne-Buenos_Aires_Capital_Federal_District.html,False,False,-34.610962,-58.372128,False,Carne,,"I love running eggs inside my burger, like the British way, it was just...","Great burgers, good value, fast service.",119,4.0,,Buenos Aires,['Fast Food'],['Quick Bites'],"['Montserrat', 'El Centro (Downtown)']",Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,178,Bajo,No,Sí,Sí,3.9608305829550097
/Restaurant_Review-g312741-d2456592-Reviews-Miramar-Buenos_Aires_Capital_Federal_District.html,False,False,-34.62271,-58.3937,False,Miramar,True,This cost a mark but service and ambience was 5 stars. The local community are...,"An old ""bodegón"" of Buenos Aires",308,4.0,,Buenos Aires,"['Italian', 'Seafood', 'International', 'Spanish', 'Fusion']",['Restaurants'],['San Cristóbal'],Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,462,Bajo,No,Sí,Sí,3.9844824034709942
/Restaurant_Review-g312741-d3935674-Reviews-Cantina_Palermo-Buenos_Aires_Capital_Federal_District.html,False,False,-34.579952,-58.431637,False,Cantina Palermo,True,"For people who like soccer, this is a place with full of original shirts, cups...",Dinner ,190,4.0,,Buenos Aires,['Italian'],['Restaurants'],"['Palermo', 'Palermo Hollywood']",Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,285,Bajo,Sí,Sí,Sí,3.975092268135493
/Restaurant_Review-g312741-d11724868-Reviews-The_Shelter-Buenos_Aires_Capital_Federal_District.html,False,False,-34.591507,-58.38076,False,The Shelter,,The place is really cozy and it is excellent to have a coffee either in- or...,"Great spot, pleasant vibe.",54,4.5,,Buenos Aires,['Cafe'],['Coffee & Tea'],['Retiro'],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,81,Bajo,No,No,Sí,4.375304954007138
/Restaurant_Review-g312741-d4317677-Reviews-Mateos-Buenos_Aires_Capital_Federal_District.html,False,False,-34.572525,-58.430046,False,Mateos,,It was wall delicious. We thoroughly enjoyed ourselves. The prices were...,A foodies must eat restaurant!,128,4.5,,Buenos Aires,"['International', 'Contemporary', 'Argentinean']",['Restaurants'],"['Palermo', 'Las Canitas']",Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,192,Bajo,Sí,Sí,Sí,4.444684152529482
/Restaurant_Review-g312741-d9716297-Reviews-Dandy_Grill-Buenos_Aires_Capital_Federal_District.html,False,False,-34.580486,-58.43412,False,Dandy Grill,True,"This restaurant was pleasant, busy, buzzy, welcoming. The executive lunch offer...",Crispy Bread!,305,4.0,,Buenos Aires,"['Barbecue', 'Argentinean']",['Restaurants'],"['Palermo', 'Palermo Hollywood']",Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,Sí,457,Bajo,No,Sí,Sí,3.9843322331820037
/Restaurant_Review-g312741-d7992377-Reviews-Don_Ignacio-Buenos_Aires_Capital_Federal_District.html,False,False,-34.610744,-58.414883,False,Don Ignacio,,"Instead of paying high prices to luxury restaurants, this cosy place offers...",Not to be missed,81,4.5,,Buenos Aires,['Argentinean'],['Restaurants'],['Almagro'],Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,121,Bajo,Sí,Sí,Sí,4.414453398679316
/Restaurant_Review-g312741-d7252351-Reviews-CLUB_31_bar_resto-Buenos_Aires_Capital_Federal_District.html,False,False,-34.59193,-58.39095,False,CLUB 31 bar&restó,,It’s a fantastic restaurant hiden inside the Hotel Grand Recoleta.... We are...,Slow but g ood food,101,4.5,,Buenos Aires,"['International', 'Argentinean', 'South American']",['Restaurants'],['Recoleta'],Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,151,Bajo,No,Sí,Sí,4.4305942668530305
/Restaurant_Review-g2137013-d2695118-Reviews-Parrilla_la_Nelly-Olivos_Capital_Federal_District.html,False,False,-34.504616,-58.47785,False,Parrilla la Nelly,,We go to La Nelly very often as a family and we love it. The meat is first...,Nice lunch spot,573,3.5,,Olivos,"['Steakhouse', 'Barbecue', 'Argentinean']",['Restaurants'],[],Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,859,Bajo,Sí,Sí,Sí,3.4959221319834275
/Restaurant_Review-g312741-d1991395-Reviews-La_Mansion_Four_Seasons-Buenos_Aires_Capital_Federal_District.html,False,False,-34.59099,-58.382755,False,La Mansión - Four Seasons,,"Four Seasons at their best! Great brunch and dinner place, fantastic food...",Beautiful venue,98,4.5,,Buenos Aires,"['European', 'Argentinean', 'South American']",['Restaurants'],['Retiro'],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,147,Bajo,No,Sí,No,4.428572740644866
/Restaurant_Review-g2008841-d7382812-Reviews-El_Piave-Avellaneda_Province_of_Buenos_Aires_Central_Argentina.html,False,False,-34.662125,-58.36556,False,El Piave,True,chocolate covered ice-cream was a hit with the chldren,Great Ice Cream,190,4.0,,Avellaneda,"['Argentinean', 'South American']",['Restaurants'],[],Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,285,Bajo,No,No,No,3.975092268135493
/Restaurant_Review-g312741-d9729480-Reviews-Green_Eat-Buenos_Aires_Capital_Federal_District.html,False,False,-34.599,-58.37419,False,Green Eat,,"Lovely local for a quick, efficient and pleasant deli. Service was great and...",Good food but too much plastic packaging,110,4.0,,Buenos Aires,['Fast Food'],['Restaurants'],"['San Nicolás', 'Microcentro', 'El Centro (Downtown)']",Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,165,Bajo,Sí,Sí,Sí,3.957765150316706
/Restaurant_Review-g312741-d25094184-Reviews-Trescha_Restaurant-Buenos_Aires_Capital_Federal_District.html,False,True,-34.600258,-58.443935,False,Trescha Restaurant,,Top notch in every way,Unforgettable dinner,29,5.0,,Buenos Aires,"['International', 'Contemporary', 'Fusion', 'Argentinean']",['Restaurants'],[],"Eventos privados, Catering",Sí,Gratis,Casual,No,No,No,No,12:00 - 22:00,No,43,Alto,No,Sí,Sí,4.710088008424153
/Restaurant_Review-g312741-d1024270-Reviews-Status-Buenos_Aires_Capital_Federal_District.html,False,False,-34.61111,-58.38895,False,Status,,With limited English we worked off recommendations of the waiter. Exceptionally...,Good food and service,249,4.0,,Buenos Aires,"['Peruvian', 'Latin', 'Seafood']",['Restaurants'],"['Montserrat', 'El Centro (Downtown)']",Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,373,Bajo,No,No,Sí,3.980877922387485
/Restaurant_Review-g312741-d7646469-Reviews-La_Parolaccia-Buenos_Aires_Capital_Federal_District.html,False,False,-34.60089,-58.365135,False,la Parolaccia,True,"Fantastic gnocchi and Malbec pairing. Experience wise, it’s great to relax and...",Nice lunch,247,4.0,,Buenos Aires,['Italian'],['Restaurants'],['Puerto Madero'],Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,370,Bajo,No,No,Sí,3.9807261598667507
/Restaurant_Review-g312741-d7229843-Reviews-Mi_Barrio_Hamburgueseria-Buenos_Aires_Capital_Federal_District.html,False,False,-34.592842,-58.403248,False,Mi Barrio Hamburguesería,,Great selection of burgers and served Patagonia beer. Had the PALMERO (170gm...,Good burguers ,275,4.0,,Buenos Aires,"['American', 'Bar', 'Fast Food', 'Pub']",['Quick Bites'],['Recoleta'],Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,Sí,412,Bajo,No,Sí,Sí,3.9826535438800756
/Restaurant_Review-g1438379-d5502195-Reviews-Viejo_Norton-Vicente_Lopez_Capital_Federal_District.html,False,False,-34.526188,-58.47253,False,Viejo Norton ,,"Good size plates and very reasonable prices. Location is nice, as the...",small - personalized experience,192,4.0,,Vicente Lopez,"['Argentinean', 'South American']",['Restaurants'],[],Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,288,Bajo,No,Sí,Sí,3.9753451385097525
/Restaurant_Review-g312741-d1144283-Reviews-Los_Maestros-Buenos_Aires_Capital_Federal_District.html,False,False,-34.59373,-58.38863,False,Los Maestros,True,"￹Pizza￻ & wine, no frills",Small traditional BA pizzeria across from...,145,4.0,,Buenos Aires,"['Italian', 'Pizza', 'Argentinean']",['Restaurants'],"['Recoleta', 'El Centro (Downtown)']",Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,217,Bajo,Sí,Sí,Sí,3.967619948576141
/Restaurant_Review-g312741-d13136144-Reviews-Alchemy-Buenos_Aires_Capital_Federal_District.html,False,False,-34.583237,-58.433384,False,Alchemy,True,I really recommend this ice cream. Super interesting tastes (more healthy).. In...,Unique Flavors,129,4.0,,Buenos Aires,"['Cafe', 'International']",['Dessert'],"['Palermo', 'Palermo Hollywood']",Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,193,Bajo,Sí,Sí,Sí,3.9637536737792627
/Restaurant_Review-g312741-d2712179-Reviews-Cardon_Nuestra_Cocina-Buenos_Aires_Capital_Federal_District.html,False,False,-34.49529,-58.53519,False,Cardon Nuestra Cocina,,Many of the restaurants on this road are old horse stables for the track. Now...,Steak ,271,4.0,,Buenos Aires,"['Steakhouse', 'Barbecue', 'Grill', 'Argentinean']",['Restaurants'],[],Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,Sí,406,Bajo,No,Sí,Sí,3.9824021459652945
/Restaurant_Review-g312741-d3628612-Reviews-EleBar-Buenos_Aires_Capital_Federal_District.html,False,False,-34.585327,-58.428764,False,EleBar,,"Small place but always packed by 9:00 (BsAs prime hour). Great vibe, very...",Nice little bar,135,4.0,,Buenos Aires,"['Contemporary', 'Argentinean']",['Restaurants'],"['Palermo', 'Palermo Soho']",Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,202,Bajo,No,Sí,Sí,3.9653070877601513
/Restaurant_Review-g312741-d3191810-Reviews-Centro_Montanes-Buenos_Aires_Capital_Federal_District.html,False,False,-34.575726,-58.444134,False,Centro Montañés,,"Good wines and deserts. If You visit Buenos Aires, here in Argentina, do not...",Great affordable place to eat Spanish food.,213,4.0,,Buenos Aires,"['Seafood', 'Spanish', 'Basque']",['Restaurants'],['Colegiales'],Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,319,Bajo,No,Sí,Sí,3.9777201481028497
/Restaurant_Review-g312741-d3521958-Reviews-La_Estancia_Restaurant-Buenos_Aires_Capital_Federal_District.html,False,False,-34.602432,-58.380074,False,La Estancia Restaurant,,Steak was amazing but beware portions are huge and sides should be ordered with...,Delicious traditional ￹Asado￻,313,4.0,,Buenos Aires,"['Steakhouse', 'Latin', 'Barbecue', 'Argentinean']",['Restaurants'],"['San Nicolás', 'Microcentro', 'El Centro (Downtown)', 'Theater District']",Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,Sí,469,Bajo,No,Sí,Sí,3.9847263908378023
/Restaurant_Review-g312741-d7215880-Reviews-Burger_Mood-Buenos_Aires_Capital_Federal_District.html,False,False,-34.5996,-58.37215,False,Burger Mood,,It was a four napkin burger. Excellent fries on the side made for a fantastic...,AMAZING burger and fries,88,4.5,,Buenos Aires,"['American', 'Fast Food', 'Argentinean', 'South American']",['Restaurants'],"['San Nicolás', 'Microcentro', 'El Centro (Downtown)']",Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,132,Bajo,No,Sí,Sí,4.420892390176571
/Restaurant_Review-g2691845-d7342966-Reviews-Lo_de_Carlitos-Acassuso_Province_of_Buenos_Aires_Central_Argentina.html,False,False,-34.4799,-58.503387,False,Lo de Carlitos,,Great selection of crepes and burgers. You can customize your choice by adding...,Sandwich and pancake joint,177,4.0,,Acassuso,"['Fast Food', 'Argentinean']",['Restaurants'],[],Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,265,Bajo,Sí,No,Sí,3.9733131444308856
/Restaurant_Review-g312750-d8509792-Reviews-La_Picada-Mercedes_Province_of_Buenos_Aires_Central_Argentina.html,False,False,-34.63373,-58.48329,False,La Picada,,La picada parrilla la mejor opcion,Muy recomendable,89,4.0,,Mercedes,"['Steakhouse', 'Barbecue', 'Argentinean', 'South American']",['Restaurants'],['Vélez Sarsfield'],Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,133,Bajo,Sí,No,No,3.9483297051746935
/Restaurant_Review-g312741-d3877631-Reviews-Restaurante_Sottile-Buenos_Aires_Capital_Federal_District.html,False,False,-34.66177,-58.545277,False,Restaurante Sottile,,"No defrauda, a cualquier hora y cualquier día.",Muy lindo lugar,132,4.0,,Buenos Aires,"['Steakhouse', 'Seafood', 'International', 'Mediterranean', 'Argentinean', 'South American']",['Restaurants'],[],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,198,Bajo,Sí,No,Sí,3.9645473889519796
/Restaurant_Review-g312741-d8418332-Reviews-Starbucks-Buenos_Aires_Capital_Federal_District.html,False,False,-34.58883,-58.393967,False,Starbucks,,The outside area is nice and sectioned off. The service was prompt and friendly.,When your wife is a fanatic,200,4.0,,Buenos Aires,['Cafe'],['Coffee & Tea'],['Recoleta'],Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,300,Bajo,Sí,Sí,No,3.976307279445957
/Restaurant_Review-g312741-d7254535-Reviews-El_Boliche_de_Nico-Buenos_Aires_Capital_Federal_District.html,False,False,-34.579735,-58.47199,False,El Boliche de Nico,,Not in a touristy area. This place is full of locals and is a brilliant place...,Best place to fill up !,171,4.0,,Buenos Aires,"['Steakhouse', 'Barbecue', 'Argentinean']",['Restaurants'],['Villa Ortúzar'],Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,256,Bajo,Sí,Sí,Sí,3.9724033652637565
/Restaurant_Review-g312741-d7621101-Reviews-Curcuma-Buenos_Aires_Capital_Federal_District.html,False,False,-34.605278,-58.416927,False,Curcuma,,Beautiful and cozy,Excellent spot!,75,4.5,,Buenos Aires,"['Latin', 'Sushi', 'Spanish', 'Healthy', 'Argentinean']",['Restaurants'],['Almagro'],Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,112,Bajo,No,Sí,Sí,4.4080374035802645
/Restaurant_Review-g2137013-d3907305-Reviews-Asato_Sushi_Asian_Food-Olivos_Capital_Federal_District.html,False,False,-34.508602,-58.480206,False,Asato Sushi & Asian Food,,Place is very small. Quality is great. Waiters are not the best. If you go at...,Small and cozy place,164,4.0,,Olivos,"['Japanese', 'Sushi', 'Asian', 'Fusion']",['Restaurants'],[],Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,246,Bajo,Sí,Sí,Sí,3.9712603093871075
/Restaurant_Review-g312741-d3802372-Reviews-Paxapoga_Cangas_del_Narcea-Buenos_Aires_Capital_Federal_District.html,False,False,-34.577095,-58.42455,False,Paxapoga Cangas del Narcea,,"For me, its one of my favorites places but during the shadows of the lunch...",Unusual restaurant,163,4.0,,Buenos Aires,"['Seafood', 'International', 'Mediterranean', 'Spanish']",['Restaurants'],['Palermo'],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,244,Bajo,Sí,No,Sí,3.971089239800126
/Restaurant_Review-g312741-d1089406-Reviews-La_Continental-Buenos_Aires_Capital_Federal_District.html,False,False,-34.60494,-58.39215,False,La Continental,,"Really good pizzas, served the Argentine way. A local friend took me there...",Good food for a good price..,280,4.0,,Buenos Aires,"['Pizza', 'Fast Food', 'Argentinean']",['Restaurants'],"['San Nicolás', 'El Centro (Downtown)', 'Theater District']",Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,420,Bajo,No,Sí,Sí,3.982957867671653
/Restaurant_Review-g312741-d8790779-Reviews-Helados_Via_Maggiore-Buenos_Aires_Capital_Federal_District.html,False,False,-34.59998,-58.39281,False,Helados Via Maggiore,,Great ice cream (w vegan options)!,Delicious,29,5.0,,Buenos Aires,[],['Dessert'],"['San Nicolás', 'El Centro (Downtown)']",Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,43,Bajo,No,Sí,Sí,4.710088008424153
/Restaurant_Review-g312741-d7644315-Reviews-Tea_Connection-Buenos_Aires_Capital_Federal_District.html,False,False,-34.57473,-58.42331,False,Tea Connection,True,Excellent place. The breakfast is amazing and really healthy. I recommend it...,Good vegetarian food,193,4.0,,Buenos Aires,['Argentinean'],['Restaurants'],['Palermo'],Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,289,Bajo,No,Sí,Sí,3.975469658012228
/Restaurant_Review-g312741-d4554528-Reviews-L_Atelier_Bistro-Buenos_Aires_Capital_Federal_District.html,False,False,-34.479,-58.4939,False,L'Atelier Bistro,,We had a great dinner with friends and the maigret de canard was absolutely...,Big Things Come In Small Packages,86,4.5,,Buenos Aires,"['French', 'European']",['Restaurants'],[],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,129,Bajo,Sí,Sí,No,4.419153761389244
/Restaurant_Review-g312741-d814200-Reviews-Mark_s_Deli_Coffee_House-Buenos_Aires_Capital_Federal_District.html,False,False,-34.58916,-58.42719,False,Mark's Deli & Coffee House,True,The cafe is located in a trendy area on a corner locations - great for watching...,"Nice food, pricey ",272,4.0,,Buenos Aires,['Cafe'],['Dessert'],"['Palermo', 'Palermo Soho']",Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,408,Bajo,No,Sí,Sí,3.982465676124264
/Restaurant_Review-g312741-d10813673-Reviews-La_Casona_De_Nunez-Buenos_Aires_Capital_Federal_District.html,False,False,-34.549877,-58.46587,False,La Casona De Nunez,,"Lovely atmosphere, delicious food, and personal and friendly service. It’s in a...",Excellent !!,92,4.5,,Buenos Aires,"['Steakhouse', 'Barbecue', 'Grill', 'Argentinean', 'South American']",['Restaurants'],['Núñez'],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,Sí,138,Bajo,Sí,Sí,Sí,4.424154559653827
/Restaurant_Review-g312741-d6369577-Reviews-New_Jonathan-Buenos_Aires_Capital_Federal_District.html,False,False,-34.55,-58.450253,False,New Jonathan,True,Nice place to dine simple food,Walk to the field and delicious snack,104,4.0,,Buenos Aires,['Argentinean'],['Restaurants'],['Belgrano'],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,156,Bajo,Sí,No,No,3.9554402962056994
/Restaurant_Review-g312741-d1006644-Reviews-Cheff_Iusef-Buenos_Aires_Capital_Federal_District.html,False,False,-34.592247,-58.4293,False,Cheff Iusef,,The schawarma was also prepared just right. Service was wonderful. I don't...,worth it,204,4.0,,Buenos Aires,"['Lebanese', 'Middle Eastern']",['Restaurants'],"['Palermo', 'Palermo Soho']",Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,306,Bajo,Sí,Sí,Sí,3.9767607286431637
/Restaurant_Review-g312741-d2308264-Reviews-Sashimiya-Buenos_Aires_Capital_Federal_District.html,False,False,-34.615803,-58.39406,False,Sashimiya,,"If you like Sushi & Japanese Food, Sashimiya is your place. The restaurant is...","Probably, the best sushi in town...",97,4.5,,Buenos Aires,"['Japanese', 'Sushi', 'Asian']",['Restaurants'],['Balvanera'],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,145,Bajo,No,No,Sí,4.427872473396286
/Restaurant_Review-g312741-d14903967-Reviews-Punch_Curry_Bar-Buenos_Aires_Capital_Federal_District.html,False,False,-34.587353,-58.428444,False,Punch Curry Bar,True,The Lamb Tikka Masala was flavourful and the meat done just right. Another...,Very good Thai,65,4.5,,Buenos Aires,"['Indian', 'Asian', 'Thai', 'Central Asian']",['Restaurants'],"['Palermo', 'Palermo Soho']",Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,97,Bajo,No,Sí,Sí,4.394899889806017
/Restaurant_Review-g312741-d3631955-Reviews-La_Cava_Jufre-Buenos_Aires_Capital_Federal_District.html,False,False,-34.597225,-58.4308,False,La Cava Jufre,,"Delightful owner, great choice of wines and yummy plates to enjoy with your...",Excellent Location!,68,4.5,,Buenos Aires,"['Wine Bar', 'Argentinean']",['Restaurants'],['Villa Crespo'],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,Sí,102,Bajo,No,No,No,4.399219072416728
